1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
13,0.425000000000000000,97.914009547481000000,0.425000000000000000,50.461511530045400000,0.425000000000000000,99.478820051068400000,0.425000000000000000,98.785726749258400000,0.425000000000000000,95.245744961296000000,0.425000000000000000,87.075323168710600000,0.425000000000000000,77.144882925545900000,0.425000000000000000,88.318566709364300000
14,0.300000000000000000,97.191935929301300000,0.300000000000000000,40.500925770072400000,0.300000000000000000,99.293885230479800000,0.300000000000000000,98.300017448961800000,0.300000000000000000,94.595882761761000000,0.300000000000000000,85.644992266048000000,0.300000000000000000,74.616890292028400000,0.300000000000000000,86.922052180947900000
15,0.160000000000000000,94.484159861127600000,0.160000000000000000,33.283908432923800000,0.160000000000000000,98.217900819782300000,0.160000000000000000,97.571453498516800000,0.160000000000000000,92.902820715603800000,0.160000000000000000,82.267343387471000000,0.160000000000000000,71.710558624923300000,0.160000000000000000,84.375466864423900000
16,0.074000000000000000,87.383769282360800000,0.074000000000000000,25.747359030466300000,0.074000000000000000,95.712874613627200000,0.074000000000000000,95.246987561383000000,0.074000000000000000,87.926244398111500000,0.074000000000000000,75.012291459507200000,0.074000000000000000,68.563465754626000000,0.074000000000000000,78.674401671947700000
17,0.059441848333756700,81.625880680198800000,0.059441848333756700,24.500260158750600000,0.059441848333756700,91.969691129527800000,0.059441848333756700,93.034108313642300000,0.059441848333756700,85.486109608422300000,0.059441848333756700,71.736322268437800000,0.059441848333756700,66.196428603209000000,0.059441848333756700,77.074028682088800000
18,0.042031734043061600,78.024257385043600000,0.042031734043061600,23.126734711869000000,0.042031734043061600,91.703652103986800000,0.042031734043061600,92.760719808459700000,0.042031734043061600,83.045973273262800000,0.042031734043061600,69.323665689902900000,0.042031734043061600,63.790257935079500000,0.042031734043061600,74.037625713654600000
19,0.029720924166878400,76.387155887245800000,0.029720924166878400,22.783353350148600000,0.029720924166878400,91.437613078445800000,0.029720924166878400,91.940554292911900000,0.029720924166878400,81.961468235414100000,0.029720924166878400,66.911009111368000000,0.029720924166878400,59.245268895279200000,0.029720924166878400,72.519424229437500000
20,0.020361319538117700,74.750054389448000000,0.020361319538117700,21.409827903267000000,0.020361319538117700,91.171574052904800000,0.020361319538117700,91.120388777364000000,0.020361319538117700,81.419215716489800000,0.020361319538117700,64.686003600052500000,0.020361319538117700,55.956835648835400000,0.020361319538117700,71.507289906626100000
21,0.014397627119309200,72.785532592090600000,0.014397627119309200,20.379683818105800000,0.014397627119309200,90.639496001822700000,0.014397627119309200,90.026834756633600000,0.014397627119309200,81.148089457027600000,0.014397627119309200,61.469128162005900000,0.014397627119309200,53.283312684247000000,0.014397627119309200,70.495155583814700000
22,0.010514540197058300,70.166170195614100000,0.010514540197058300,19.692921094665000000,0.010514540197058300,89.043261848576700000,0.010514540197058300,87.292949704807500000,0.010514540197058300,79.060417259168900000,0.010514540197058300,58.600747563081100000,0.010514540197058300,48.016472444007900000,0.010514540197058300,67.964819776786100000
23,0.007434902674398490,68.201648398256700000,0.007434902674398490,19.692921094665000000,0.007434902674398490,86.116832567625500000,0.007434902674398490,84.367692699353600000,0.007434902674398490,76.620280924009400000,0.007434902674398490,54.043507359181800000,0.007434902674398490,42.402074218372200000,0.007434902674398490,65.434483969757600000
24,0.005257270098529170,62.962923605303800000,0.005257270098529170,17.976014286063000000,0.005257270098529170,80.796052056805300000,0.005257270098529170,81.825179601155300000,0.005257270098529170,74.451270848312000000,0.005257270098529170,48.145902389429900000,0.005257270098529170,39.461198957324900000,0.005257270098529170,62.904148162729100000
25,0.003717451337199240,59.361300310148600000,0.003717451337199240,15.572344754020200000,0.003717451337199240,76.007349597067100000,0.003717451337199240,76.357409497503100000,0.003717451337199240,70.303039078540800000,0.003717451337199240,45.384750971773200000,0.003717451337199240,35.638061117963500000,0.003717451337199240,59.867745194294900000
26,0.002628635049264580,55.988871224685100000,0.002628635049264580,14.542200668859000000,0.002628635049264580,73.080920316116000000,0.002628635049264580,74.088284904487400000,0.002628635049264580,68.079803750951000000,0.002628635049264580,41.041969130410400000,0.002628635049264580,32.109010804706800000,0.002628635049264580,54.705860147956700000
27,0.001858725668599620,54.253543637019400000,0.001858725668599620,13.512056583697800000,0.001858725668599620,66.163905652049700000,0.001858725668599620,70.178829280376100000,0.001858725668599620,63.633333095771400000,0.001858725668599620,36.913645651584000000,0.001858725668599620,28.526490032158300000,0.001858725668599620,49.265638162845300000
28,0.001073135765115660,47.410459376224600000,0.001073135765115660,10.661991281418400000,0.001073135765115660,60.683501725904800000,0.001073135765115660,62.004512975416000000,0.001073135765115660,52.273142824306500000,0.001073135765115660,30.828389614612700000,0.001073135765115660,20.586126827330800000,0.001073135765115660,37.347756511741000000
,,,,,,,,,,,,,,,,
